顧客名,年齢,合計金額
ユケ トカネア,74,75728
モウトト ムノツ,52,75700
ヌムム イク,90,75700
スクヨ ユミヲ,85,75700
キタオエ ヨワツ,23,75632
ヲコウ メナイ,57,75600
サハ アニ,52,75600
ムエマ トワホ,41,75574
サシアテ ツイセ,33,75500
ハハヲホ イフ,60,75463
ハト ヨアアア,42,75400
ソワ サミヤ,31,75374
ヨマス ヒニヨ,86,75300
タクキサ カシチ,70,75300
ソキハ シン,36,75300
キカ オヒヘハ,30,75276
モソシヘ ヲマネエ,79,75200
ムヤ エチ,49,75200
チワエタ トヒソ,16,75200
サエチ ナフオテ,42,75200
ココノ オキニ,18,75200
カトミ エサ,96,75200
コヌテ コネオ,70,75198
セヤチネ ワケ,89,75143
ホヨ ヨウヲ,41,75139
ヲシコ タカテ,78,75100
ヨヲ ウキ,93,75100
ユワ クチヌネ,48,75100
ヘクネ タンツメ,74,75100
キサ ンシノエ,51,75100
オノ キフソ,80,75100
スセ ムヤト,93,75064
クシヌ ワユヤ,67,75000
ヤシ サコ,24,74900
ミヌ ホモ,30,74900
トネンノ シヨヒ,15,74900
ツサヒネ スヨヘテ,54,74900
ケヒ ワシトソ,52,74900
オムクワ ウイ,34,74900
インセワ ヤメミ,60,74900
アソヒ ケコメノ,26,74899
ユヌ ヨワ,17,74890
サソ ンツセテ,25,74872
ワケ ハヒ,20,74856
イコユ ニアフニ,47,74832
ヤエ マチク,31,74814
ソテト キフコ,49,74807
ヘヤノ ノヨ,25,74800
ヌノヨ ワツサ,91,74800
セネケ ワオユ,86,74800
スマユネ フテヤユ,66,74800
イメ セヘシオ,90,74800
メカヨ フハサコ,31,74783
ミナヨン オハ,41,74772
ヲムホセ ヌカニ,97,74700
ワツヘム ンシニソ,82,74700
ナテサ ユイ,99,74700
トヨクセ フオ,65,74700
チマム クウヨウ,42,74700
クケ ホマ,16,74676
コケ ムクケ,24,74653
イノオ ソセ,80,74647
テスヨ アホ,83,74640
ネヌンヌ キミ,18,74606
ワネナ ウメシヲ,50,74600
モソネ タワ,87,74600
ミマハ モオ,33,74600
ヒメウ ハマハヤ,21,74600
トシ テイ,69,74600
ウケモ ヲエ,42,74600
イマツ チヌ,52,74600
アホメ モヘコフ,87,74600
セオス ケケフ,98,74558
ソフ ヒヌユ,47,74516
ワコ ネヨ,30,74500
フサ ケヨ,85,74500
イユヨ ニエタア,18,74500
ツン シキン,69,74427
テマハ モスクア,30,74405
ノメ ヨツエ,38,74400
カコテ テウテ,35,74400
ウユ コマシメ,16,74400
ユフ ケモソモ,27,74300
ミセメヌ メモツイ,90,74300
ニオ カキヨチ,70,74300
ヤノキヘ ワアユク,90,74200
ホシヲセ ホソ,79,74200
ニメユナ ニママア,18,74200
タク ススアノ,90,74200
セヤスサ アシセサ,33,74200
コキイ ヨヒセノ,29,74200
ワエ コミシノ,83,74198
ヲキ ニハメ,20,74179
ミク ヒカワス,22,74127
ネセ ヤエヨ,43,74120
ヨメヌス サクヤ,57,74100
ヘフマウ ムナ,63,74075
スツシソ イミミヘ,56,74032
ササコ ムス,79,74028
ヤメサ チタセエ,29,74000
モホヨ ソヘシ,33,74000
ヘニケ サユワン,44,74000
ヘサフシ ミタシ,61,74000
フア カノ,45,74000
セキ コノンシ,36,74000
ヨコメマ ネコネモ,78,73902
ワノテ キクフナ,65,73900
ハメ マメ,17,73900
ニミセ シヨ,33,73900
トマカテ ンノセマ,16,73900
セヨ ムエセヌ,30,73900
スツノマ ソムシフ,65,73900
エモ ヒユス,18,73900
アス オヘフ,36,73897
メイ オウノ,23,73889
ンノ ニツヌ,69,73815
ムフヲウ チソスコ,81,73800
テチト タウ,26,73800
ツユヤ マヨムミ,63,73800
ソア シメス,36,73800
フアフヨ キイ,75,73756
モチ アヌフ,37,73700
メカ モソンス,35,73700
タユ ストノ,97,73700
ツユヒカ メウワヌ,67,73600
セウ ソツミヒ,37,73600
ケフ ノマ,42,73600
オマ メモムネ,23,73600
ンヤヌエ マンシ,57,73542
オヘ アカセト,45,73516
アワヘ フヒコケ,75,73511
ヌシカ メク,99,73500
ツマ キフニ,68,73500
サハホホ マス,74,73500
ホノモク スキコ,68,73430
ウウス イサン,66,73424
カヒ ンスカ,78,73401
ヘオ ムマクカ,71,73400
セヤ ツキ,53,73400
クモヨエ モミワト,85,73400
カマヲ ニウトマ,49,73400
エヨ ソネ,87,73400
セセ ヌツ,15,73308
ンオ クエキ,40,73300
ヤユユヌ サムヒ,22,73300
ノウ ハツ,93,73270
オツ ケヲク,96,73225
オメワ ホム,40,73200
トヲネオ ヲス,55,73163
キクコヘ ヘク,87,73101
モンナム ツヨ,81,73100
ミカユ アセオセ,40,73100
マヲソ ツモ,33,73100
ヌク ケンワ,90,73100
ノコセ マク,55,73059
ワヲ ミシ,66,73058
サクト オム,91,73036
ンマモ ヘモヨ,16,73000
ヲヤヲ タチウ,93,73000
ワアツ ハナモ,96,73000
チフナ マカ,65,73000
ソカステ ムモノ,51,73000
クヲチ ツナ,56,72930
ヘセム ツンン,30,72900
ハソユニ コトチ,23,72900
ヌマ ムンム,86,72900
オユ ヒトヒミ,87,72900
ヲモ ハムノワ,88,72800
フユ ネヤシヤ,45,72800
ヒツノ タフチオ,80,72800
ノホケ コミ,45,72800
ノハユ キカス,63,72800
アチ セネヤミ,82,72800
ノテヌ スノ,39,72785
ワアンホ タイク,50,72747
ンエヘ タオ,95,72700
ワソオ ニニ,66,72700
ワエケ ナワノフ,70,72700
ヒナ クナセ,94,72700
ツオオマ ネンキ,20,72671
ハホヤヌ ユヘ,97,72660
タウシ ヨタ,31,72659
ヨツケ イヨ,21,72610
ヒテチヒ ムマウ,23,72600
ナイケタ ワマフ,26,72600
ツン サソヒ,68,72600
ソヌネ ハノサ,38,72600
セネヒ クコエヨ,64,72600
シイヲ トノフク,53,72600
ネヌ イミ,80,72570
ムトニヘ ニサツ,82,72500
シヌフ キト,85,72500
サト ナク,66,72500
キモク ムユウ,37,72500
カミケ ワエ,38,72500
ヲサミキ ネチ,56,72493
ヲミムサ ナヲノモ,83,72483
モナ ムニン,99,72418
ミヤ ハンコ,47,72400
ヒワマ ネメ,89,72400
タシメタ ムマヨ,38,72400
ソア エシソタ,56,72400
セキウメ ウコモツ,20,72400
ミモヨ マウ,41,72383
モキ ヨテニ,55,72300
ホシヒフ ウシ,59,72300
ホエヤホ メワクイ,48,72300
ヒネ ヲヨンエ,80,72300
ヌエヒ トウ,30,72300
オタナヨ ニニク,46,72300
テチヌ ソカクク,41,72277
ツコ ノヲ,77,72276
サワ マヌナシ,21,72266
ワヨン メユン,54,72247
ヌトヨ オケケ,69,72200
ナコクキ ユソ,90,72200
エチエネ ケコ,71,72200
ミヤ ミソノン,46,72185
アサ モノ,19,72148
ウメキ アヌス,38,72106
クツタ シウサ,43,72100
ニスセ ナタ,37,72072
ミニツ カヤサ,70,72066
タタ コオヌミ,93,72048
テヌマア ヤンタソ,68,72030
マク セヲ,38,72011
ハナノ ハタ,72,72000
サアサ ワユトナ,74,72000
カソ イタオア,31,72000
キネ ノワ,93,71981
ミムユ コンコ,65,71974
ススヨウ スイユイ,53,71953
キヒノム モシ,33,71942
ミメアメ ウキニシ,29,71909
ンアホシ ニホソユ,25,71900
ヤスフキ ケチウ,80,71900
ネマソ マカヲ,85,71900
タモヌア オソヘヒ,44,71900
コケヨエ ホイ,71,71900
ケテコニ マヌト,95,71900
エワヘ ヨマユア,32,71885
メヌ イイ,94,71875
ケナ イハユ,34,71854
ヲエヒ ノエチ,84,71800
モツノオ トホフ,93,71800
ノモ ヘハトヲ,47,71751
チサコ ヒナ,29,71705
ホヲカ ネヲコマ,92,71700
ヌサフ ヒク,78,71700
ツモコヤ タニ,80,71700
ツクチ ミヤ,67,71700
サヌフン カソク,40,71700
クワヌ カオコ,86,71700
カス ワホ,76,71700
ヒメセ テサ,71,71607
ヲヤニ ハヤテミ,42,71606
メヲサフ ヘサニ,57,71603
トサ エコウコ,37,71600
チネ テナ,49,71600
コナワネ ニチ,31,71600
キコ ヌクヘ,31,71588
エフコ トワ,27,71577
ソテホヨ ヲタナサ,42,71571
ウメ ムニフ,73,71507
ムテ フホ,16,71500
ヘソン ワエ,21,71500
ネヒフ ユニ,77,71500
ニシ ノム,84,71500
キトハネ エコイ,85,71436
セムカタ ナヲウサ,18,71320
ニフヒソ クナンオ,30,71316
ナテトク キソ,64,71300
ムコユネ ソサ,54,71260
カワニウ テサ,93,71201
モヤク コヘ,59,71200
トトス ツヨトメ,64,71200
アテ ツヒ,57,71200
セクモム チヌ,82,71164
オフウ キチナ,20,71153
セサ トワタ,71,71140
ユホ ワモエ,86,71100
ヤタ メスチ,51,71100
ムヤ ヨシ,42,71100
ネシ メソモミ,64,71100
チツ キオネ,74,71100
ユノヘク ハワ,90,71000
マサア シストメ,38,71000
フケキ シネ,56,71000
ヌシウ マニムテ,26,71000
トセ カン,56,71000
カムトニ ノミ,48,70913
ソツ サヘ,78,70910
ホコホ ナフワ,20,70900
フモハア ユホ,95,70900
フモチ アムシフ,96,70900
ネチエヘ ニモシネ,54,70900
ケフ ノコミ,80,70900
キウヤカ ユヌヘヲ,72,70900
メユトコ キクノフ,44,70841
カヘニニ アワワ,18,70832
ユネ シセンヘ,48,70825
メコ ナナ,86,70800
フニマ ウマ,64,70800
ソホ テフ,44,70800
ウサソ セテ,53,70800
ネホチミ シヒト,69,70798
コウテト マヘ,39,70758
カニメ フクフケ,74,70753
メカ オヤ,57,70700
ハヘスン ナコサ,74,70700
ニホヨメ モアウナ,28,70700
スミヌ ミメナオ,87,70700
アキネヌ タハトホ,81,70700
クチヘア ハスア,96,70678
ンワソ チウコ,63,70675
ンイモネ ソフヒウ,54,70631
サスチ ネハム,26,70618
トイホ ヤセ,48,70607
ヲエヌ ヨヨ,75,70600
ユセンネ オモチ,50,70600
セメ エソミ,44,70600
ヲオニ カコ,98,70580
ハメツカ ナウトオ,21,70505
ユスヌサ サム,76,70500
ムイ エヒ,78,70500
ムトン ケナヨソ,92,70454
ムマケ セトナ,73,70400
ホネサ ヘテ,58,70400
ニシウヤ オネクオ,92,70400
テハホ ンコケキ,48,70400
ソス ヘユヨ,26,70400
ケヤ ミヘ,54,70400
クト ンウ,55,70400
カチ ナコソオ,52,70400
ヤヲ ワナ,42,70361
モカハヒ ケナ,81,70344
マケネ アカ,48,70300
ソクワネ ンケ,50,70300
ククメ ツケノ,50,70300
ヒメヘユ マソヘコ,57,70298
ウム モクホ,33,70232
トヲチナ ヲヤセ,46,70200
トナ アユチ,80,70200
テネイ キミ,33,70200
ヘノスケ ヤア,45,70132
クウ ニニソネ,37,70100
ウスシヘ メテウミ,64,70100
コキソコ ワケツ,97,70032
ワサ ホケオヒ,57,70029
ツホ ナミ,22,70027
ワフ ミミユン,58,70000
ヨモハネ ヘト,43,70000
ユエシエ ソヤ,71,70000
ツセヌ ハコメム,93,70000
カヤ ウケシナ,77,70000
オコヘ ヘワユ,21,70000
ソク キクモセ,19,69912
ツヲチ マムハ,92,69900
セハセタ ユヘ,29,69900
シヤホ アノト,96,69900
イタソセ セソサニ,28,69900
ユヤミ ナモ,75,69898
カウ サソ,64,69888
ナハタエ ホクカキ,30,69870
セヲ アサソ,34,69800
クセヌ ネモメ,81,69800
カスヤキ スオア,60,69800
カニキネ セカヌ,93,69770
ニヨフテ ミソ,57,69762
コチヲカ ケエカ,54,69731
ヌケ オセ,60,69726
メホニユ オサヲ,69,69700
タスウ ネイ,43,69700
ソヨヤセ ヒタク,70,69700
コトヨヲ アモユク,46,69700
フトキ ンユ,88,69659
ユモ ソム,92,69600
ハセ ノイ,91,69600
ノム キモ,29,69600
ヌコユテ ユケハ,31,69600
セミ ハエ,99,69600
スヌワセ ホツ,49,69600
コマフユ セニクホ,43,69600
ヒチスイ フメクケ,65,69534
マテヒ メヘ,45,69529
ヤキツク エコメコ,76,69506
ヒキモ ムユ,64,69500
ネヒチ ウユス,27,69500
ヌノ スヲサム,49,69500
ナニメホ テニヒフ,47,69500
チスチ ノメ,19,69500
ケセ セヤンシ,55,69500
ヲヨマチ セチソ,72,69466
テノモメ コス,85,69440
ハハオク ネママヨ,88,69400
タコスニ フクカ,31,69400
カネ ヒヨ,39,69400
ノテヨヘ エキキヘ,61,69373
ナエユ オセコク,19,69357
ヤンテス クアワ,28,69300
ムイヨ セヌワ,91,69300
チモ ユメナウ,49,69300
チコヌ ヤケハユ,75,69300
キワヤ フナムニ,87,69300
ニヌ エヨ,99,69216
ヒナ ヨユハヲ,70,69200
ヒタ ハヌヒメ,86,69200
ハキスチ ナタユコ,47,69200
ナマニ キマ,62,69200
セノイヨ エソエマ,77,69200
ヘハネ ヒカホ,37,69111
ユヲイセ ヘノ,68,69100
ヤヨマ エキム,56,69100
オンチミ セテニ,66,69100
ヲム スシトユ,33,69085
ヌア クトムハ,66,69065
ツケムク スミ,93,69053
フア チヨイニ,92,69043
ヤヲ タチコ,96,69000
コアネ マイ,68,68995
ユカ タワコホ,78,68900
ホユトキ エユウノ,15,68900
スケヲユ アソ,63,68900
メヲナ ムエ,77,68847
セオトフ ンアウヘ,15,68836
ハムヘ メテ,37,68817
マヨシ ヌワウ,85,68813
ケント ヌセノ,54,68804
ヘヌホイ ムワ,84,68800
ノメワ ヒタホス,41,68800
ネヘヨ ユタア,23,68800
カヤユ ンソケン,29,68800
カセヌ ニセヲミ,64,68777
キナタセ ナユセワ,34,68758
フテ ユフ,59,68741
ソキオマ ユコ,38,68713
メアハヒ ネオ,42,68700
メアネイ ヒト,23,68700
ホヌエミ トヌワイ,85,68700
ノヌヘ モウ,86,68700
ネオセ アハスメ,92,68700
サホヨヘ ハフナス,78,68700
クヲコモ ノマコ,36,68700
キトナツ タニ,86,68647
イコサ ツウハヤ,20,68644
ンニワメ オスマ,82,68643
クユ オノトユ,37,68592
サキウ ムウミ,90,68542
ノトエ フンヘチ,22,68500
ネユスサ カフト,85,68500
ニトコキ ユヘコフ,52,68500
スヨマ ホワエ,64,68500
キア ヨコメカ,86,68500
オモタ タナナ,35,68500
ヨテヘマ ヲウモミ,93,68475
マケチヌ ヒコ,41,68470
ユフ ムヘ,59,68456
セヲコ キタ,73,68411
ワイス ミセムチ,18,68400
ユコマ コエコ,98,68400
ユエナマ クニ,87,68400
ミヤヌヒ マチムキ,28,68400
ノカセ ネスキ,81,68400
ネオハ ケワキス,55,68400
チウマ ミテ,59,68400
オキワナ ワムアヒ,94,68400
エホ トマヨサ,49,68400
オムユ ワセオ,74,68308
メコサ テシハメ,24,68300
メア ヲナソ,51,68300
ヒソホヨ ツキトタ,23,68300
メチ ヲカヘヤ,65,68277
ヤヤツ モメテウ,82,68200
ネアチツ ウヒノカ,78,68200
タカ タヨ,44,68200
ククヤ テフ,23,68200
キニフ フフヘナ,32,68166
タエハス ナトヒワ,58,68162
スワト ヌツチサ,30,68127
クマ タサク,68,68115
ヲクナホ シホミ,68,68105
サノオヘ テミホセ,50,68100
オン イモニノ,24,68100
ヨセナヲ ミテワ,25,68075
ヌツト ンクシネ,85,68047
ユケワセ ノトホ,55,68010
ハタハ テア,64,68000
ナヒネサ ノヒテ,78,68000
テヌキ ツクヘ,99,68000
セエオ エノア,60,68000
カヨ ハヤンケ,31,68000
クク ウケエネ,78,67971
ワシユテ スシ,90,67900
テエキ ネセミヒ,54,67900
ソフウマ ユヘ,17,67900
シソ アカヒ,41,67900
カフ サコ,24,67900
クハキク エコ,43,67866
ヌヤアコ イヌキト,41,67853
ンホテ ヲヤ,78,67800
センエシ ハシ,40,67800
カシン ヨエツ,50,67800
エシ ヘマ,51,67800
カマキ ツヨムサ,18,67788
シヒヨチ コタヘ,43,67783
ヤクネ タヘハ,25,67761
ミス フヤキ,67,67700
ノキスス ヌヨヤヲ,46,67700
サシ タクマノ,95,67700
コテクコ フウコメ,70,67668
ハエ ホエメノ,56,67661
ヤスア ユノケセ,64,67617
ホミソウ ママモ,97,67600
ネクエス ニセ,40,67600
チス フヨ,15,67600
コシ ンンマ,89,67600
スフヤノ ソソネホ,21,67562
ンタヒ スイ,21,67500
ヨハ ナエヘミ,74,67500
モキ ニシホ,40,67500
ホタ カサ,19,67500
ネム ナウメシ,83,67500
ヌムフヤ フタフ,18,67500
チヲキ ヤコ,57,67500
キミヨソ ノエヲオ,89,67489
テナ ツクケヨ,23,67406
ンエヨ ツト,79,67400
ミヲヘツ イセノ,79,67400
ナヌオメ ニヲハケ,40,67400
トクオコ ムエニス,82,67400
ソイヌ トテス,70,67400
スヤネ クキチ,87,67400
ネアハ ミソマホ,52,67383
ソコ ソナ,65,67379
ムセ テスセ,47,67353
ヨタク ケエセ,49,67300
ネマ ネセニイ,33,67300
セキサヤ スニタ,32,67300
ウヘス フホマセ,68,67300
ヘエア スミケタ,20,67289
トヒ カタ,38,67259
ユコオ テシソネ,28,67200
ホハ ンスセ,27,67200
ヘワウ モテ,86,67200
ツヒノソ サヌヒ,15,67200
タヨエミ ナワナ,16,67200
ソノフマ ケノテ,45,67200
ソウカ ヨシム,43,67200
スカフエ ケカウ,66,67200
サワヌ セツ,94,67200
キヌノソ セヘン,99,67200
ンキソト モナ,39,67127
マニメハ スクケイ,99,67100
ヒクヘア キタヤエ,93,67100
ヌウヲ オネ,88,67100
ツエ ミミト,33,67100
ユムワト ウハ,40,67064
ケコエ メナ,24,67059
ハオ ヲアヤ,63,67047
エエ ユシトウ,59,67032
ツウエ セホ,47,67017
メネア エコオシ,74,67000
ハメシ クイウカ,99,67000
ヌノ ユキムケ,53,67000
キアヨ シテウソ,66,67000
ヨアフ マキメ,95,66900
ホセムキ クハクマ,44,66900
ヘキ ヘナ,59,66900
ハキワ メネアウ,64,66900
ウヤス キツ,34,66900
エアネン スヒ,87,66897
シヒヲ ンナン,94,66843
ヲソタ ンマ,37,66800
ホヌ メワヲ,69,66800
フンヒ モチ,19,66800
ノツ メツセウ,62,66800
テヌ トキ,96,66800
タコユフ クチナモ,53,66800
スクンコ テクツ,18,66800
ケヌメ ヌヲイ,54,66800
ハヒスオ マトマ,37,66783
スミ ワノヌシ,41,66776
オカフム ユヨコソ,59,66722
ンテムネ コツカヘ,48,66706
ヤイ シサコニ,69,66700
フモナチ クマス,99,66700
イネ サコ,32,66700
ニト ニタトソ,51,66680
ワオツ クカソヒ,33,66655
アコ ハク,26,66624
モカ フエヒ,40,66600
ハサハ ネソテ,63,66600
ノタムワ フツ,68,66600
ヌイタ コモコ,87,66600
ツユ ヌカキワ,29,66600
センワ サクナ,36,66600
