名前,地区,年齢,合計金額,百円単位の四捨五入
ヒヌフキ オヌヒキ,千葉県,21,37900,37900.0
イネノウ フウヨ,愛媛県,69,35531,35500.0
オツヘ ハム,和歌山県,55,59200,59200.0
アトチ ホナカ,静岡県,56,78251,78300.0
イアハサ メソテ,福岡県,48,86500,86500.0
ミヌチ セホ,静岡県,30,50974,51000.0
マソウホ カホ,和歌山県,97,27298,27300.0
オミカヘ オコア,鹿児島県,86,24914,24900.0
ワネツ サヌンネ,石川県,43,37400,37400.0
ナニ キク,愛知県,15,21100,21100.0
テニ テコハヤ,宮城県,57,62147,62100.0
ノホニメ コシ,新潟県,73,53627,53600.0
ノトホ ユケワセ,滋賀県,55,68010,68000.0
サカソ サコナ,群馬県,37,57800,57800.0
メクオ エツヨノ,鹿児島県,42,26000,26000.0
マウ コヒヲナ,岩手県,34,30613,30600.0
ヘタト モエモン,群馬県,66,49201,49200.0
ケムイ フマ,石川県,75,58400,58400.0
メサト ウア,福島県,33,89700,89700.0
ソナ ソコ,岩手県,65,67379,67400.0
ミツハム カタ,愛媛県,31,57809,57800.0
ウシセ ヒコニ,京都府,72,21936,21900.0
ネシネ ムユ,山形県,75,110454,110500.0
マサヒ ハノヌハ,東京都,55,27789,27800.0
ミネテヌ ユウネ,青森県,91,38685,38700.0
アホ セフ,高知県,26,33700,33700.0
サヲエヲ ユハ,岐阜県,59,44200,44200.0
スケモチ メニヘミ,福岡県,78,28500,28500.0
カハ ヒソメモ,徳島県,67,23723,23700.0
クオ ホア,沖縄県,39,20100,20100.0
カクタ ヒケヌ,奈良県,53,38568,38600.0
キコメ トノコソ,茨城県,66,44615,44600.0
フマ オシエミ,鳥取県,72,84800,84800.0
ノウホフ チサンス,東京都,46,92030,92000.0
シサヘ イス,鳥取県,92,38200,38200.0
ママワ ネホ,青森県,85,23027,23000.0
ナサモ ツヨ,山形県,24,52900,52900.0
ハツホハ イヒフ,石川県,45,96700,96700.0
スメセネ ヒヒタ,沖縄県,89,24170,24200.0
ワコツテ ネユホナ,千葉県,93,48900,48900.0
コツタト セカワ,山梨県,69,36700,36700.0
クネ ウホ,鳥取県,87,77400,77400.0
セク ムツ,新潟県,83,37285,37300.0
ヘヤ ナニハ,千葉県,94,55900,55900.0
シケツ テケ,愛媛県,20,78500,78500.0
キカヌ カタツ,長野県,17,33000,33000.0
ヨエネ ネチ,長野県,35,98900,98900.0
インメケ ミイノソ,京都府,52,37492,37500.0
トムマ ミモ,静岡県,65,84100,84100.0
ヘテタヘ ンウキ,大阪府,24,43600,43600.0
ウナミ ノホ,群馬県,88,56258,56300.0
テカコ ヌツソニ,山口県,75,20500,20500.0
イメカ キマツ,石川県,47,57310,57300.0
ソヲ ヤカ,佐賀県,34,76379,76400.0
ノメ チスチ,茨城県,19,69500,69500.0
ワヨヤ シケチヤ,千葉県,59,27900,27900.0
オヨ コネ,福岡県,86,25592,25600.0
ホヨヌヒ ユイト,静岡県,38,27800,27800.0
ウケエネ クク,長野県,78,67971,68000.0
ユト ケセ,奈良県,19,66174,66200.0
ノネ ネオエイ,群馬県,84,64600,64600.0
クセヤ ウエ,山梨県,74,28700,28700.0
シヌ ソテ,京都府,49,26856,26900.0
ヌメコ コヤソ,岩手県,60,54541,54500.0
ニヨシ クネ,福岡県,74,50100,50100.0
ハメ テチホヌ,熊本県,51,56127,56100.0
タウス フヨ,神奈川県,89,41147,41100.0
ワユヤ クシヌ,沖縄県,67,75000,75000.0
モア キノヘメ,広島県,36,28400,28400.0
ソヲオ ヌキモハ,福井県,53,59885,59900.0
オフセホ ヨニコク,宮崎県,68,28100,28100.0
オエサ セク,岡山県,18,40591,40600.0
エワヘ メクセカ,長野県,69,24972,25000.0
ヤミネ ンヲエ,福岡県,25,47971,48000.0
ンミ ニユ,大分県,18,35600,35600.0
タシワ ケケマ,静岡県,87,102044,102000.0
ヨアウニ カフ,青森県,80,25800,25800.0
メテウミ ウスシヘ,鹿児島県,64,70100,70100.0
ヒメ ヘメニア,岩手県,55,52800,52800.0
サヤ ニクヨソ,和歌山県,64,60631,60600.0
オタホ ナカ,島根県,32,40100,40100.0
ヨナムン ミネイヘ,香川県,24,49300,49300.0
ネヒサ ユツミ,宮崎県,29,38182,38200.0
ホユユ ヨハ,山口県,67,40200,40200.0
ウメクハ アヤ,鳥取県,98,84400,84400.0
チウコ ンワソ,千葉県,63,70675,70700.0
ケモノ オワ,新潟県,42,30500,30500.0
ノテニネ エエユ,鳥取県,49,36600,36600.0
ネヨモ ユカヘ,大阪府,50,25700,25700.0
ヌコ ワヌイセ,沖縄県,95,30000,30000.0
トイトカ オオ,青森県,63,98700,98700.0
ソサ ソオニ,茨城県,85,124800,124800.0
マフ ウマニ,沖縄県,30,41100,41100.0
ハネ メミ,三重県,23,31542,31500.0
メヌオニ タナウフ,広島県,72,44600,44600.0
ホニヨ ウナ,滋賀県,19,39876,39900.0
ヲケチソ エホキ,岡山県,99,33200,33200.0
ヲホ ニソコチ,香川県,16,42100,42100.0
キトチシ ワセ,岩手県,78,38860,38900.0
カコメソ ツオ,岡山県,67,49600,49600.0
クマ メワヌ,広島県,51,21500,21500.0
ノミ ヌヨヨ,石川県,44,20900,20900.0
ユニフホ ウクヘ,長崎県,84,39407,39400.0
ユメ セツミ,福島県,37,48500,48500.0
セユチ ホヲ,東京都,50,22500,22500.0
タワ クエト,佐賀県,38,38600,38600.0
ワミ ツア,沖縄県,98,55376,55400.0
コヨトニ サクワイ,三重県,22,53100,53100.0
ツケ マシ,群馬県,53,37300,37300.0
スナ トムナ,三重県,48,33206,33200.0
クニハ エヤヲ,大分県,46,41412,41400.0
カメソハ セククセ,熊本県,21,24800,24800.0
ノヘ オオマセ,岩手県,36,64700,64700.0
ヌシ ハメ,茨城県,52,34400,34400.0
モテマノ ンン,京都府,27,30600,30600.0
エマクフ メナ,京都府,39,47700,47700.0
ユス マユ,栃木県,70,31593,31600.0
ヨヨ ヘミ,鳥取県,56,46700,46700.0
ヒヌ セテ,鹿児島県,36,44702,44700.0
ヲトカイ モキフニ,静岡県,63,22100,22100.0
タヲワフ コモ,徳島県,33,26100,26100.0
ユウイ ヘツノト,滋賀県,20,42900,42900.0
ワヤアア ワヨム,東京都,47,50615,50600.0
イア ヨワ,秋田県,42,23438,23400.0
セコ ケスワノ,福島県,33,37600,37600.0
オナスク トアエツ,熊本県,86,22552,22600.0
カフノソ セシンマ,秋田県,32,47159,47200.0
タフイ オキ,千葉県,93,95104,95100.0
ウコ ワヌ,佐賀県,17,53700,53700.0
ミネチモ ノスニヨ,富山県,80,41016,41000.0
ツフ カカニ,岐阜県,96,24500,24500.0
ノニ ネコユ,大阪府,29,21100,21100.0
イヤシホ テクコヘ,山梨県,95,60900,60900.0
オホト ンモワ,岡山県,23,66400,66400.0
ツクタム ワオ,長野県,43,48400,48400.0
ハイ ノタ,福島県,76,43724,43700.0
ヤケハユ チコヌ,兵庫県,75,69300,69300.0
ヘウ ツン,千葉県,95,21700,21700.0
ソヤ ユエシエ,福井県,71,70000,70000.0
キソ ユフケ,大阪府,39,45200,45200.0
サヨ モサ,広島県,94,43559,43600.0
オトワ コネヒテ,兵庫県,26,49371,49400.0
エネ オナ,長野県,21,53500,53500.0
ムネイ ミア,山口県,81,119100,119100.0
オヒト ナマオ,山形県,82,37458,37500.0
ヨムオ ユチニ,静岡県,81,58100,58100.0
ヒウ コヒ,岐阜県,77,61600,61600.0
チマヤ クキソヨ,三重県,64,56000,56000.0
アニ サハ,宮城県,52,75600,75600.0
カナ ヘシサオ,鳥取県,81,91100,91100.0
イカ スノテ,京都府,73,32903,32900.0
ココウシ イン,福島県,46,42500,42500.0
ンヲエ ケヲ,愛媛県,88,31077,31100.0
ウシ キタセ,沖縄県,62,35200,35200.0
モクミフ ンナニケ,茨城県,84,21048,21000.0
ノフ ワアヘ,岐阜県,43,24685,24700.0
タヨトホ タシチ,東京都,66,29700,29700.0
ヘク ヌノタミ,千葉県,85,49170,49200.0
オナホ セワ,神奈川県,73,45700,45700.0
メカキニ ミマホ,新潟県,94,31976,32000.0
ノチチ アタ,茨城県,53,37795,37800.0
ムソ メシキモ,大分県,45,66075,66100.0
ンヘヲ ワスム,広島県,89,39971,40000.0
コヌネ ウニネサ,高知県,58,32000,32000.0
ニユアハ ヒケネ,沖縄県,59,103200,103200.0
ヤカハ ヤフツハ,岐阜県,59,20900,20900.0
ツホ ヌヒケタ,群馬県,27,26436,26400.0
ンユヘ ヨハソ,青森県,72,34400,34400.0
エフ ニチワカ,和歌山県,66,64900,64900.0
ヤヨユ クソシツ,高知県,24,46700,46700.0
オワフ クノタ,千葉県,79,32871,32900.0
ヲニ ウク,山梨県,63,25400,25400.0
シネ ンユヨ,栃木県,62,24800,24800.0
ヒクヤ ソチニ,福井県,43,33500,33500.0
ホテヒ ヲメシコ,奈良県,91,111200,111200.0
オク ヌユノ,熊本県,73,49829,49800.0
スソ モヒユ,岩手県,26,40100,40100.0
チカタコ シソハ,山梨県,21,27200,27200.0
コトヤ ナヨイケ,埼玉県,58,29800,29800.0
クツフタ ミウワ,鳥取県,41,33007,33000.0
オヲミン コメトネ,大分県,59,40700,40700.0
アヨト ンモ,静岡県,18,50400,50400.0
ツマ サホ,滋賀県,38,76600,76600.0
サマソ ンカニユ,宮城県,92,29000,29000.0
シシヘ ハエク,埼玉県,42,47600,47600.0
キエ メメ,岡山県,78,28548,28500.0
スム モワナ,鳥取県,75,44200,44200.0
ナタ トモナク,和歌山県,23,62600,62600.0
クサ メソ,長崎県,18,34400,34400.0
クオ コウユク,大阪府,36,31949,31900.0
キサ ソサノ,富山県,82,56802,56800.0
ネモツテ ノニ,兵庫県,78,20300,20300.0
ヨワヘ チメ,高知県,44,56200,56200.0
シムフ マソネフ,佐賀県,99,30900,30900.0
ンサ ムヤフ,長崎県,63,79400,79400.0
ナキ ヲケ,富山県,59,58300,58300.0
イセノ ミヲヘツ,滋賀県,79,67400,67400.0
メオチオ トノモ,福島県,20,32694,32700.0
ミン シヌムヤ,京都府,30,20725,20700.0
ネヒフ エハハ,長野県,53,66600,66600.0
モメクツ ノソ,和歌山県,92,47136,47100.0
ヒタシ オムマイ,群馬県,87,31428,31400.0
ヲユツ アソソ,滋賀県,69,47976,48000.0
ヲヲムエ トコイヲ,群馬県,37,38895,38900.0
ヲタ クヒ,滋賀県,95,41200,41200.0
ンナスイ ハワト,愛媛県,52,94900,94900.0
モカン ホチソ,福岡県,24,78300,78300.0
ヤネソ チアカ,千葉県,37,34900,34900.0
オホ ヨニ,新潟県,64,56800,56800.0
ミムヤス エミ,宮城県,46,58940,58900.0
サネカメ ヒク,栃木県,77,44424,44400.0
サホム ヤト,愛媛県,99,64800,64800.0
マヒ テチチ,宮崎県,33,58335,58300.0
モモ ヤセ,大分県,45,42628,42600.0
タケオマ ヤミハ,岡山県,83,50700,50700.0
ケチ テノ,佐賀県,40,37461,37500.0
ソエタ ワモ,愛知県,17,27800,27800.0
ムユ ウコ,新潟県,77,50972,51000.0
シマ コミカ,熊本県,32,25400,25400.0
カツヤン テモ,香川県,72,47728,47700.0
タツケ ヒケヘ,岡山県,53,51700,51700.0
ホネ カン,香川県,82,51314,51300.0
ヘワフヌ セア,大阪府,15,39900,39900.0
エマウ ナヌトヘ,広島県,62,29500,29500.0
メナニ ナスホ,島根県,75,25200,25200.0
ヨコナ ウメ,奈良県,98,31011,31000.0
ユヘコキ ナヲシ,新潟県,55,60332,60300.0
モソコ タキナ,福島県,96,22000,22000.0
ヲヤセ トヲチナ,山梨県,46,70200,70200.0
タカチセ ンエホス,福島県,77,34829,34800.0
イアユフ タコスユ,島根県,99,51843,51800.0
キミホ ツモテ,福島県,30,36900,36900.0
ヲニヤ カナホエ,愛知県,58,34800,34800.0
ワン ムホクツ,群馬県,99,35956,36000.0
ユヨコソ オカフム,福井県,59,66722,66700.0
ハニマニ トヤタ,滋賀県,91,65100,65100.0
トイア キハユニ,岡山県,47,40000,40000.0
セヌヘモ ヲトコク,佐賀県,60,93000,93000.0
ケツソケ ハツ,島根県,62,55627,55600.0
ミスマス クチサミ,和歌山県,97,42764,42800.0
ネヤフ ンナ,徳島県,35,48800,48800.0
ヘヘ ヲヨヲ,高知県,71,23022,23000.0
ツヨ メヒオ,愛媛県,82,103350,103400.0
チネメ ムコ,三重県,99,55754,55800.0
ミヲ ムイマ,兵庫県,15,78400,78400.0
ハヨヘ オヒクマ,石川県,86,28823,28800.0
アネセ タメツウ,三重県,83,61100,61100.0
オアノ シウオエ,山形県,63,21271,21300.0
マエウ ツノヨ,兵庫県,69,41700,41700.0
ムンコ テム,徳島県,22,55200,55200.0
エヒハミ ユナンシ,高知県,16,25500,25500.0
マケメメ オクヌム,秋田県,77,29200,29200.0
ンユ フトキ,北海道,88,69659,69700.0
コカネナ クタワオ,鹿児島県,29,59155,59200.0
ホモテミ ツノタ,熊本県,56,34771,34800.0
ミミウ キヌクム,岐阜県,58,37300,37300.0
テナ ヌテノ,静岡県,50,34006,34000.0
ンナ ワウヘ,愛媛県,63,21500,21500.0
メニメヘ ホサ,愛知県,57,55300,55300.0
ケイア ヌトテタ,大阪府,40,23000,23000.0
トユ セヌ,群馬県,61,29300,29300.0
ノト チア,沖縄県,19,56600,56600.0
キノチ ヌチモハ,青森県,79,54300,54300.0
キオ ヒムアイ,大阪府,19,46400,46400.0
ソソアマ サンスホ,広島県,97,37800,37800.0
ハエ セミ,宮城県,99,69600,69600.0
オマクサ コソテ,滋賀県,38,52400,52400.0
コエ キカマヒ,岡山県,96,30500,30500.0
ヘト タサツユ,岡山県,67,51600,51600.0
モマネウ トシ,岩手県,91,27500,27500.0
セヒトテ テミシ,沖縄県,95,26932,26900.0
トマシイ セヲネカ,岡山県,67,36000,36000.0
モメ ソヨタク,神奈川県,70,24120,24100.0
ヒネ シウ,宮崎県,95,78677,78700.0
コヘヲ ナキム,兵庫県,16,40200,40200.0
サムミ シス,滋賀県,88,78451,78500.0
キヌニ ユヒ,山梨県,29,24917,24900.0
フイシツ フメオ,岐阜県,21,21716,21700.0
エケ ウハハス,香川県,75,31455,31500.0
ヤマムウ ヘト,島根県,59,52200,52200.0
ホエ アニヒ,徳島県,17,45200,45200.0
ミチエソ テスンフ,静岡県,84,24900,24900.0
キユ ネユシ,広島県,60,24200,24200.0
サネ ヌヲトソ,山口県,67,48000,48000.0
フクユモ フエク,大分県,63,20272,20300.0
ヌメオネ キタセノ,秋田県,61,39166,39200.0
ヘカ ムニコ,熊本県,61,53900,53900.0
ソハ ンニ,岩手県,44,23800,23800.0
マホワク コソハ,新潟県,79,45400,45400.0
ヨネ チンヨ,鹿児島県,26,26588,26600.0
キセ モニ,岡山県,32,33702,33700.0
ワニ ナシ,秋田県,21,28800,28800.0
ナホシウ ヤユワト,北海道,22,57900,57900.0
ミキノサ カノ,茨城県,40,23492,23500.0
ヨフアモ モエマタ,埼玉県,82,105700,105700.0
タハ イシキ,島根県,77,41300,41300.0
シクエ ケオノチ,岩手県,58,29400,29400.0
ノユ アヒセメ,兵庫県,16,45200,45200.0
マメ トシオヌ,長野県,48,48300,48300.0
ハカ ヒココ,神奈川県,81,38341,38300.0
チコタ ノナ,山口県,20,32300,32300.0
ニナ エツホ,新潟県,87,25148,25100.0
モノタ ヒノニ,奈良県,20,23819,23800.0
ヲスヌ クス,熊本県,15,39500,39500.0
ンスネ ソインク,新潟県,60,55700,55700.0
ハツ ヘハタ,北海道,94,54300,54300.0
ヤンタソ テヌマア,山口県,68,72030,72000.0
マスモ フムン,大分県,49,53589,53600.0
ツナ クヲチ,沖縄県,56,72930,72900.0
ネオ ホヌ,兵庫県,31,34000,34000.0
タワ ヒナ,青森県,70,58900,58900.0
ヤハ ナノ,大阪府,55,58354,58400.0
ヨヌ アケミセ,鳥取県,65,99200,99200.0
ヲヒチシ アウ,埼玉県,46,44343,44300.0
シノ ンシニ,沖縄県,33,63400,63400.0
サキセキ ツコ,山口県,32,27200,27200.0
ヤウヨエ ンマヒタ,大分県,34,39762,39800.0
アヘヤ ムカコ,広島県,28,44200,44200.0
ワニンモ オタソカ,長崎県,89,56600,56600.0
カサ ホタ,愛知県,19,67500,67500.0
オヌ エナア,徳島県,19,43300,43300.0
コムヤヒ トナヨ,熊本県,20,33215,33200.0
ニモクエ メユニネ,石川県,43,35700,35700.0
ヘヘイヨ チトチ,栃木県,54,47700,47700.0
ノマナヤ スヌ,山口県,79,31607,31600.0
モンメヲ タチシ,大分県,51,40400,40400.0
ニセママ カチホ,群馬県,45,44500,44500.0
イミミヘ スツシソ,鳥取県,56,74032,74000.0
ツス ヤキヒ,富山県,15,41400,41400.0
ユイ チテ,福井県,22,40600,40600.0
ヨモト ハホクサ,山形県,24,38300,38300.0
カヨヨフ クミ,大阪府,41,22670,22700.0
ケコスタ テネ,京都府,92,56553,56600.0
イクウマ ヒツハ,神奈川県,85,76836,76800.0
タタサミ アヲヲ,岐阜県,29,61738,61700.0
テケヒ ワカモ,静岡県,19,31590,31600.0
ムセ ミカ,東京都,61,53800,53800.0
オキ メホヤヌ,京都府,34,20300,20300.0
ヲエ ウケモ,青森県,42,74600,74600.0
トヒエセ ユンニ,岐阜県,45,56324,56300.0
オコキ ミチ,佐賀県,75,80100,80100.0
ツセユヤ ワツニ,宮崎県,21,58300,58300.0
ワオ ニヤユ,高知県,23,26800,26800.0
ミウネ モヲセト,山梨県,19,83000,83000.0
ンクマ マフ,新潟県,22,61100,61100.0
ナヤマス メミ,徳島県,76,24362,24400.0
ンフンム ワセウ,沖縄県,55,35600,35600.0
ヲムイ ケチヒマ,奈良県,41,43870,43900.0
ニカヤヲ ウメ,埼玉県,67,47900,47900.0
サネナ タタエ,大阪府,16,45100,45100.0
ヒキンス モアサ,千葉県,79,39500,39500.0
ヘムユノ アケツ,大分県,28,91968,92000.0
ホヌミ ヌフハ,長野県,94,23000,23000.0
クテサ セセツノ,山形県,34,38400,38400.0
ケヒ アサ,新潟県,96,33100,33100.0
ノム ヌコ,兵庫県,28,43023,43000.0
クセ スオスメ,山形県,49,65000,65000.0
ユツマシ クネ,山梨県,38,61300,61300.0
マカトコ カナハ,宮城県,20,80900,80900.0
クヤヒテ ネクカノ,徳島県,55,86570,86600.0
ニオノチ シユイメ,茨城県,79,28483,28500.0
ヒホ ササ,埼玉県,89,42802,42800.0
キヘ ヘノメヤ,福井県,28,39778,39800.0
オサセ ヌマ,東京都,43,64100,64100.0
ヨサテミ カキホタ,熊本県,99,33800,33800.0
ホト エシネ,鹿児島県,81,77700,77700.0
クサヲ キコモム,新潟県,77,57100,57100.0
ヌヌウ エム,福井県,33,54700,54700.0
コワウ ナノ,鳥取県,84,33200,33200.0
ナミ ツホ,鹿児島県,22,70027,70000.0
ソソノ ムンエ,栃木県,95,29800,29800.0
アオ ワニソ,宮崎県,78,44300,44300.0
ミヌヌ ムネ,静岡県,47,39672,39700.0
ワヒヨフ ユタ,島根県,24,59703,59700.0
スクケイ マニメハ,島根県,99,67100,67100.0
フエ アノ,千葉県,90,37561,37600.0
ケユ ワヌホヘ,福井県,97,54600,54600.0
クソテ ナナヲト,広島県,21,22500,22500.0
シネ ヌヨマ,長崎県,74,57033,57000.0
ケヨフ ワトマソ,大阪府,49,35183,35200.0
ヘワ ウヨウス,和歌山県,74,58700,58700.0
ヤケカ エヤカ,福岡県,37,61190,61200.0
ヤモハサ ヤヲ,三重県,34,51782,51800.0
ネセミヒ テエキ,三重県,54,67900,67900.0
ムメニ キハ,宮城県,87,40600,40600.0
ヘメツ ユカ,秋田県,97,37514,37500.0
ニミオ クコステ,鹿児島県,33,57400,57400.0
メモ コネ,青森県,81,22194,22200.0
ネホシタ フヤツホ,奈良県,27,42900,42900.0
